,Provider,ProviderSegment,0
2163,Oracle Data Marketplace,Sears Appliance & Hardware,7
2164,Who2 by NetWise,Health & Nutrition,7
2165,Oracle Data Marketplace,Football,7
2166,Webbula,Auto Insurance,7
2167,Oracle Data Marketplace,Large Domestic SUV,7
2168,D&B,In Market for Corporate Credit Card,7
2169,Experian Standard,Likely to refinance  (FLA / Fair Lending Friendly),7
2170,Oracle Data Marketplace,Tech Enthusiasts,7
2171,Acxiom,Personal Line of Credit (Financial),7
2172,Oracle Data Marketplace,Cruise line,7
2173,Datonics,Apple,7
2174,Oracle Data Marketplace,Current Student,7
2175,Oracle Data Marketplace,Luxury Import SUV,7
2176,Oracle Data Marketplace,Graduate Schools,7
2177,LiveRamp Data Marketplace,Events & Tradeshows,7
2178,Oracle Data Marketplace,Dieting/Weight Loss,7
2179,Oracle Data Marketplace,Dog Food and Supplies,7
2180,Who2 by NetWise,"Sales and Marketing Decision Makers - Sales C-Level,VPs and Directors",7
2181,Datonics,Dogs,7
2182,Oracle Data Marketplace,Social Media Influencers,7
2183,Acxiom,Purchase Cruise Tickets,7
2184,Bombora,Operations > Administration,7
2185,LiveRamp Data Marketplace,Digital Security Content Downloaded,7
2186,Who2 by NetWise,"Sales and Marketing Decision Makers - Marketing C-Level,VPs and Directors",7
2187,Oracle Data Marketplace,European SUV,7
2188,D&B,B2B Decision Makers (DM) > Managers,7
2189,Who2 by NetWise,Consultants,7
2190,D&B,Online Interest in Group Life Insurance,7
2191,LiveRamp Data Marketplace,Middle Management,7
2192,AdAdvisor Audiences by Neustar,Symphony IRI: Heavy Dog Food Buyers,7
2193,Oracle Data Marketplace,Basic Import SUV,7
2194,AdAdvisor Audiences by Neustar,HH Has at Least 1 Dog,7
2195,Oracle Data Marketplace,Plug-in Hybrid,7
2196,Mediacom (via Datonics),CustomSegment_Mediacom_Dell CSG,7
2197,LiveRamp Data Marketplace,Senior Leadership,7
2198,Oracle Data Marketplace,Printer Supplies,7
2199,AdAdvisor Audiences by Neustar,Dog Treat-Beggin' Strips,7
2200,Acxiom - International,Waste Management and Remediation Services,7
2201,Who2 by NetWise,"Ownership & Board - Partners,Principals & Owners",7
2202,Who2 by NetWise,Sales & Business Development - Sales & Bus. Dev.,7
2203,Who2 by NetWise,Ownership,7
2204,Lotame,Mexico - Video Games,7
2205,Experian Standard,Subscription Boxes - Apparel,7
2206,AdAdvisor Audiences by Neustar,Dog Treat-Milk Bone,7
2207,Oracle Data Marketplace,Age 55-64,7
2208,Oracle Data Marketplace,Sales & Marketing Decision Makers,7
2209,LiveRamp Data Marketplace,Photography,7
2210,Lotame,Singapore - Retirement Planning,7
2211,Equifax / IXI,Executive Vice President,7
2212,Lotame,Real Estate,7
2213,D&B,Online Interest in Employee Retirement Benefits,7
2214,Equifax / IXI,Senior Vice President,7
2215,AdAdvisor Audiences by Neustar,Can Dog Food-Pedigree,7
2216,Acxiom,Business Fan,7
2217,Acxiom,Drama Shows,7
2218,AdAdvisor Audiences by Neustar,HH Owns Dewalt Brand Workshop Equipment,7
2219,Oracle Data Marketplace,Storage and Infrastructure,6
2220,Datonics,Petco,6
2221,Oracle Data Marketplace,Horror,6
2222,AdAdvisor Audiences by Neustar,Luxury Women's Clothing Buyers,6
2223,LiveRamp Data Marketplace,Sales Staff,6
2224,Oracle Data Marketplace,Fish & Aquaria,6
2225,Oracle Data Marketplace,Documentary,6
2226,Datonics,Fish & Aquariums,6
2227,Experian Standard,"$125,000-$149,999",6
2228,Oracle Data Marketplace,IT Management,6
2229,LiveRamp Data Marketplace,Cloud Computing Content Downloaded,6
2230,AdAdvisor Audiences by Neustar,Mid-Priced Women's Clothing Buyers,6
2231,Datonics,Cats,6
2232,Who2 by NetWise,Government Decision Makers,6
2233,Zipline (i-Behavior),Golf Galaxy - Highly Likely,6
2234,Datonics,Taxes,6
2235,Oracle Data Marketplace,Hospitality and Travel,6
2236,LiveRamp Data Marketplace,Back to School Shoppers with Elementary School Aged Kids,6
2237,Oracle Data Marketplace,Supply Chain Management,6
2238,LiveRamp Data Marketplace,Desktops,6
2239,AdAdvisor Audiences by Neustar,Cat Litter-Fresh Step,6
2240,LiveRamp Data Marketplace,Corporate Communications & PR,6
2241,D&B,B2B Job Function/Roles > Computing & IT > CIO (Chief Information Officer),6
2242,Oracle Data Marketplace,Personal Care Products & Services,6
2243,D&B,B2B Job Function/Roles > Computing & IT > CTO (Chief Technology Officer),6
2244,Zipline (i-Behavior),Health Insurance Premium payment-out of pocket,6
2245,Oracle Data Marketplace,Pet Lover,6
2246,AdAdvisor Audiences by Neustar,CORP 28- Retail Food Stores,6
2247,AdAdvisor Audiences by Neustar,Cat Treat-Whiskas Temptations,6
2248,AdAdvisor Audiences by Neustar,"Finance, Insurance, and Accounting",6
2249,Who2 by NetWise,Shopping - Apparel & Accessories - Women's Apparel,6
2250,AdAdvisor Audiences by Neustar,HH Acquired Any TV 5+ Years Ago,6
2251,AdAdvisor Audiences by Neustar,Budget Women's Clothing Buyers,6
2252,AdAdvisor Audiences by Neustar,HH Has at Least 1 Bird,6
2253,Zipline (i-Behavior),Golf Galaxy - Likely,6
2254,Lotame,United Kingdom - Video Games,6
2255,AdAdvisor Audiences by Neustar,HH Has at Least 1 Cat,6
2256,Oracle Data Marketplace,Enterprise Resource Planning (ERP),6
2257,Oracle Data Marketplace,Jewelry Stores Recent Visitors,6
2258,AdAdvisor Audiences by Neustar,Bought Women's Apparel/Accessories Lst 12M,6
2259,AdAdvisor Audiences by Neustar,HH Has at Least 1 Fish,6
2260,AdAdvisor Audiences by Neustar,Fast Food Restaurant-Visit Most Last 30Day-Taco Bell,6
2261,Oracle Data Marketplace,Networking and Telecommunications (Telco),6
2262,Experian Standard,"$200,000-$249,999",6
2263,Experian Standard,"$250,000+",6
2264,Oracle Data Marketplace,Eldercare Personal Care Products,6
2265,comScore,Persons: 25-34,6
2266,Oracle Data Marketplace,Human Resources Technology,6
2267,Oracle Data Marketplace,Product Development and Quality Assurance,6
2268,Oracle Data Marketplace,Mid-Management,6
2269,Oracle Data Marketplace,Data Management,6
2270,Lotame,Latin America Video Games,6
2271,Experian Standard,"$150,000-$174,999",6
2272,Who2 by NetWise,"Cooking,Food & Beverage - Cooking",6
2273,Bombora,Finance > Banking,6
2274,Bombora,Finance > Investment Banking,6
2275,Oracle Data Marketplace,Cloud,6
2276,Bombora,Finance > Wealth Management,6
2277,LiveRamp Data Marketplace,Affluent Back to School Shoppers,6
2278,Acxiom,Exercise Frequency,6
2279,Acxiom - International,02: Compact Sedan,6
2280,Datonics,PetSmart,6
2281,LiveRamp Data Marketplace,Back to School Shoppers with Pre-School Aged Kids,6
2282,Oracle Data Marketplace,Internet of Things (IoT),6
2283,Bombora,Marketing > PR,6
2284,Bombora,Marketing > Media Buyers,6
2285,LiveRamp Data Marketplace,Headphones,6
2286,LiveRamp Data Marketplace,Avid Couponer,6
2287,Acxiom,United Healthcare,6
2288,LiveRamp Data Marketplace,Back to School Shoppers with Middle School Aged Kids,6
2289,Oracle Data Marketplace,Virtualization,6
2290,Oracle Data Marketplace,Cat Food and Supplies,6
2291,Oracle Data Marketplace,Servers and Networking,6
2292,LiveRamp Data Marketplace,Back to School Shoppers with High School Aged Kids,6
2293,Oracle Data Marketplace,Business Intelligence (BI) and Analytics,6
2294,Lotame,Japan - Video Games,6
2295,LiveRamp Data Marketplace,Back to School Shoppers,6
2296,Bombora,Hospitality & Hotels > Restaurants & Dining,6
2297,Oracle Data Marketplace,Business Technology,6
2298,Bombora,Hospitality & Hotels,6
2299,Oracle Data Marketplace,Science Fiction and Fantasy,6
2300,LiveRamp Data Marketplace,Investment Banking,6
2301,Oracle Data Marketplace,Back to School,6
2302,Oracle Data Marketplace,Action,6
2303,Oracle Data Marketplace,Healthcare IT,6
2304,Oracle Data Marketplace,Customer Relationship Management (CRM),6
2305,LiveRamp Data Marketplace,Operations Staff,6
2306,D&B,Technical and Trade Schools,6
2307,D&B,B2B Seniority > Management > Managers/Supervisors,6
2308,Oracle Data Marketplace,Women's Clothing,6
2309,Oracle Data Marketplace,Spanish,6
2310,Webbula,Sales,6
2311,D&B,B2B Job Function/Roles > Computing & IT,6
2312,Oracle Data Marketplace,Women's Apparel Purchasers,6
2313,LiveRamp Data Marketplace,Networking Content Downloaded,6
2314,Zipline (i-Behavior),Male,6
2315,Oracle Data Marketplace,Retail,6
2316,LiveRamp Data Marketplace,"Nerds (Sci Fi, Gamers, Comic, Animation)",6
2317,Oracle Data Marketplace,Women's Apparel Buyers,6
2318,AdAdvisor Audiences by Neustar,Symphony IRI: Heavy Cat Food Buyers,6
2319,Oracle Data Marketplace,Romance,6
2320,LiveRamp Data Marketplace,Marketing Staff,6
2321,Oracle Data Marketplace,Computer Brands,6
2322,Oracle Data Marketplace,Wireless and Mobility,6
2323,LiveRamp Data Marketplace,Marketing Management,6
2324,Experian Standard,Video Games,6
2325,LiveRamp Data Marketplace,Banking,6
2326,Acxiom - International,04: Drama,6
2327,Oracle Data Marketplace,Software Development,6
2328,Zipline (i-Behavior),Nationwide Auto Insurance,6
2329,Zipline (i-Behavior),Personal Doctor or Personal Care Physician,6
2330,LiveRamp Data Marketplace,Laptops,6
2331,Oracle Data Marketplace,IT Security,6
2332,AdAdvisor Audiences by Neustar,Cat Litter-Tidy Cats,6
2333,Webbula,Accountant,5
2334,Oracle Data Marketplace,Internet for Banking,5
2335,LiveRamp Data Marketplace,Casual,5
2336,Acxiom,Filed Tax Returns In Past 12 Months Using Any Internet/Online Tax Preparation Program (Financial),5
2337,Datonics,Gardening Supplies Purchase - $,5
2338,Experian Standard,Wet Dog Food model - Expanded,5
2339,Datonics,Gardening Supplies Power Buyer,5
2340,Oracle Data Marketplace,Health and Beauty Store Heavy Spenders,5
2341,Datonics,Gardening Decor Power Buyer,5
2342,Datonics,IT,5
2343,LiveRamp Data Marketplace,45 - 54,5
2344,LiveRamp Data Marketplace,35 - 44,5
2345,Oracle Data Marketplace,Infrastructure,5
2346,Datonics,Gadget Geeks,5
2347,LiveRamp Data Marketplace,25 - 34,5
2348,LiveRamp Data Marketplace,18 - 24,5
2349,Salesforce (Krux) - Dell (via Liveramp),LRC_DataStore_Krux_Dell_TechEnthusiasts_POIs,5
2350,Oracle Data Marketplace,Use Phone Banking,5
2351,Oracle Data Marketplace,Housewares and Furnishings,5
2352,Webbula,2 Lines of Credit,5
2353,Webbula,4 + Lines of Credit,5
2354,Experian Standard,Wet Dog Food model,5
2355,Lotame,Credit Level - Excellent [Prepackage],5
2356,Oracle Data Marketplace,School Supplies Spenders,5
2357,Oracle Data Marketplace,19 Gadgets Galore,5
2358,D&B,Likely to have PC budget,5
2359,Experian Standard,Dogs (FLA / Fair Lending Friendly),5
2360,Experian Standard,Dog Owners - Expanded,5
2361,Experian Standard,Dog Owners,5
2362,Who2 by NetWise,Restaurant and Hospitality,5
2363,Who2 by NetWise,Banking and Finance,5
2364,Acxiom - International,02: Credit cards,5
2365,Oracle Data Marketplace,Back to School Spenders,5
2366,Oracle Data Marketplace,Female,5
2367,LiveRamp Data Marketplace,"Justice, Public Order & Safety",5
2368,LiveRamp Data Marketplace,National Security and International Affairs,5
2369,Acxiom - International,Everday Credit Card,5
2370,LiveRamp Data Marketplace,"Public Finance, Taxation & Monetary Policy",5
2371,LiveRamp Data Marketplace,Role Playing Games,5
2372,Oracle Data Marketplace,More than 10 years,5
2373,D&B,Likely to have IT services budget,5
2374,LiveRamp Data Marketplace,Software Developer,5
2375,LiveRamp Data Marketplace,Storage Decision Content Downloaded,5
2376,AdAdvisor Audiences by Neustar,Coffee Makers - Brand Owned: Black & Decker,5
2377,Lotame,Mexico Electronics & Gadgets,5
2378,LiveRamp Data Marketplace,Transportation & Shipping,5
2379,AdAdvisor Audiences by Neustar,Coffee Makers - Brand Owned: Cuisinart,5
2380,Lotame,Latin America Electronics & Gadgets,5
2381,AdAdvisor Audiences by Neustar,Coffee Makers - Brand Owned: Hamilton Beach,5
2382,AdAdvisor Audiences by Neustar,Coffee Makers - Brand Owned: Keurig,5
2383,Lotame,Infogroup - Product Purchases > Video Games,5
2384,AdAdvisor Audiences by Neustar,Coffee Makers - Brand Owned: Mr. Coffee,5
2385,Lotame,Brazil Electronics & Gadgets,5
2386,Oracle Data Marketplace,Office Basics,5
2387,Oracle Data Marketplace,Online Learning,5
2388,Experian Standard,Executive/Management,5
2389,Webbula,Statistician,5
2390,LiveRamp Data Marketplace,IT Infrastructure & Management Content Downloaded,5
2391,Oracle Data Marketplace,Fast Food: Dinner,5
2392,LiveRamp Data Marketplace,Environmental Quality & Housing Programs,5
2393,D&B,Likely to have IT budget,5
2394,Who2 by NetWise,Home Improvement,5
2395,LiveRamp Data Marketplace,"Executive, Legislative & General",5
2396,Who2 by NetWise,Home Furnishings & Decorating,5
2397,D&B,B2B Industry > Administrative > Waste Mgmt and Remediation,5
2398,D&B,High Spenders on IT Products & Services,5
2399,D&B,High Capacity to Spend,5
2400,Datonics,Fast Food Enthusiasts,5
2401,Oracle Data Marketplace,Tech Blogs,5
2402,Bombora,Sales > Account Management,5
2403,Oracle Data Marketplace,Fast Food: In Store,5
2404,Oracle Data Marketplace,Casual Dining,5
2405,Oracle Data Marketplace,Fast Food: Lunch,5
2406,LiveRamp Data Marketplace,Government: Economic Programs,5
2407,Oracle Data Marketplace,Office Supplies,5
2408,LiveRamp Data Marketplace,Engineering/Technical Management,5
2409,LiveRamp Data Marketplace,Gamers who use PC,5
2410,Who2 by NetWise,Dogs,5
2411,LiveRamp Data Marketplace,Foodie,5
2412,Webbula,Board Members,4
2413,Webbula,"Active Military Grouping (Air Force, Army, Navy, etc)",4
2414,comScore,Persons: 18-24,4
2415,Who2 by NetWise,Other Pets,4
2416,Zipline (i-Behavior),Sedan-Coupe,4
2417,Who2 by NetWise,Ownership & Board,4
2418,Webbula,Marines,4
2419,Zipline (i-Behavior),Household Income-Estimated: $250K+,4
2420,Oracle Data Marketplace,Music,4
2421,Webbula,Health and Personal Care Stores,4
2422,Oracle Data Marketplace,Price conscious shoppers,4
2423,Webbula,Navy,4
2424,Oracle Data Marketplace,Restaurants,4
2425,Who2 by NetWise,Cats,4
2426,Oracle Data Marketplace,Marketing Professional,4
2427,Webbula,Coast Guard,4
2428,Webbula,Telecommunications,4
2429,Oracle Data Marketplace,Windows Wins Though,4
2430,Webbula,Sheriffs,4
2431,Oracle Data Marketplace,Sale shoppers,4
2432,Who2 by NetWise,Education - Education Level - High School,4
2433,Oracle Data Marketplace,Restaurant Loyal,4
2434,Who2 by NetWise,Ownership & Board - Board of Directors,4
2435,Oracle Data Marketplace,Restaurant Celebrator,4
2436,Oracle Data Marketplace,Microsoft Windows,4
2437,Oracle Data Marketplace,Professional Basketball (NBA),4
2438,Who2 by NetWise,Education - Education Level - Post Graduate Degree,4
2439,Webbula,Personal Care Services,4
2440,Salesforce (Krux) - Dell (via Liveramp),LRC_DataStore_Krux_Dell_CollegeBoundStudents,4
2441,Webbula,Air Force,4
2442,Webbula,Army,4
2443,comScore,Males: 18-24,4
2444,LiveRamp Data Marketplace,Diablo (Franchise),4
2445,LiveRamp Data Marketplace,Humble Bundle,4
2446,LiveRamp Data Marketplace,StarCraft (Franchise),4
2447,LiveRamp Data Marketplace,iTunes Games,4
2448,LiveRamp Data Marketplace,World of Warcraft (Franchise),4
2449,LiveRamp Data Marketplace,Words with Friends,4
2450,D&B,B2B Job Function/Roles > General Management > President,4
2451,LiveRamp Data Marketplace,Electronic Arts,4
2452,LiveRamp Data Marketplace,Vice President (VP),4
2453,D&B,B2B Job Function/Roles > General Management > General Management,4
2454,LiveRamp Data Marketplace,Tower Defense Games,4
2455,LiveRamp Data Marketplace,Tom Clancy's Rainbow 6 (Franchise),4
2456,LiveRamp Data Marketplace,Engineering Professional Groups,4
2457,LiveRamp Data Marketplace,The Sims (Franchise),4
2458,LiveRamp Data Marketplace,The Legend of Zelda (Franchise),4
2459,LiveRamp Data Marketplace,The Crew (Franchise),4
2460,AdAdvisor Audiences by Neustar,Type of Video Game System Own/Play Playstation 4,4
2461,AdAdvisor Audiences by Neustar,Type of Video Game System Own/Play Xbox One,4
2462,D&B,B2B Job Function/Roles > General Management > Founder,4
2463,D&B,B2B Job Function/Roles > General Management > CEO (Chief Executive Officer),4
2464,LiveRamp Data Marketplace,Strategy & Simulation Games,4
2465,AdAdvisor Audiences by Neustar,Type of Video Game System Own: Nintendo Wii,4
2466,D&B,B2B Job Function/Roles > General Management > VP,4
2467,LiveRamp Data Marketplace,Elder Scrolls (Franchise),4
2468,LiveRamp Data Marketplace,Educational Services: K-12 Schools,4
2469,LiveRamp Data Marketplace,Detroit: Become Human,4
2470,Oracle Data Marketplace,"$150,000-$199,999",4
2471,Acxiom - International,Accommodation and Food Services,4
2472,LiveRamp Data Marketplace,Candy Crush Soda Saga,4
2473,LiveRamp Data Marketplace,Clash Royale,4
2474,LiveRamp Data Marketplace,Crash Bandicoot (Franchise),4
2475,D&B,B2B Job Function/Roles > Research & Development > Project Management,4
2476,D&B,B2B Job Function/Roles > Research & Development > Engineering,4
2477,LiveRamp Data Marketplace,Destiny (Franchise),4
2478,AdAdvisor Audiences by Neustar,Cruise Ship Vacation-Amt Spent Per Person Last Cruise: $2k-$3k,4
2479,AdAdvisor Audiences by Neustar,"Life Insurance Value-$500,000 Or More",4
2480,LiveRamp Data Marketplace,Dota 2,4
2481,AdAdvisor Audiences by Neustar,Fast Food Restaurant-Visit Most Last 30Day-Dunkin' Donuts,4
2482,LiveRamp Data Marketplace,EA Sports,4
2483,AdAdvisor Audiences by Neustar,Foreign Travel-Last Trip-Airline Last 3 Years: Delta,4
2484,LiveRamp Data Marketplace,EA Sports FIFA (Franchise),4
2485,LiveRamp Data Marketplace,EA Sports Madden NFL,4
2486,AdAdvisor Audiences by Neustar,"HH Income: $150,000+",4
2487,LiveRamp Data Marketplace,Educational Services: Colleges & Universities,4
2488,LiveRamp Data Marketplace,Steam,4
2489,LiveRamp Data Marketplace,StarCityGames.com,4
2490,LiveRamp Data Marketplace,COO (Chief Operations Officer),4
2491,LiveRamp Data Marketplace,Star Wars: Battlefront (Franchise),4
2492,LiveRamp Data Marketplace,Google Stadia,4
2493,LiveRamp Data Marketplace,Green Man Gaming,4
2494,D&B,B2B Job Function/Roles > Computing & IT > Systems Administration & Engineering,4
2495,LiveRamp Data Marketplace,Need for Speed (Franchise),4
2496,LiveRamp Data Marketplace,NBA 2K (Franchise),4
2497,D&B,B2B Job Function/Roles > Computing & IT > Network Administration & Engineering,4
2498,LiveRamp Data Marketplace,Minecraft,4
2499,D&B,B2B Job Function/Roles > Computing & IT > Information Security,4
2500,LiveRamp Data Marketplace,Hidden Object Games,4
2501,Bombora,Small Business Decision Maker,4
2502,D&B,B2B Job Function/Roles > Computing & IT > Database Administration & Design,4
2503,LiveRamp Data Marketplace,Mario Kart (Franchise),4
2504,LiveRamp Data Marketplace,Manufacturing Professional Groups,4
2505,LiveRamp Data Marketplace,MMORPG Games,4
2506,LiveRamp Data Marketplace,League of Legends,4
2507,LiveRamp Data Marketplace,Labor Day & End of Summer Sales Shoppers,4
2508,LiveRamp Data Marketplace,Labor Day,4
2509,D&B,B2B Job Function/Roles > Computing & IT > Data Management,4
2510,D&B,B2B Industry > Educational Services,4
2511,LiveRamp Data Marketplace,Gaming Fanatics,4
2512,LiveRamp Data Marketplace,Origin,4
2513,LiveRamp Data Marketplace,GSN Casino,4
2514,Bombora,"$250,000+",4
2515,LiveRamp Data Marketplace,Square Enix,4
2516,LiveRamp Data Marketplace,Sonic the Hedgehog,4
2517,AdAdvisor Audiences by Neustar,Type of Video Game System Own: PlayStation 3,4
2518,LiveRamp Data Marketplace,Epic Games,4
2519,AdAdvisor Audiences by Neustar,Type of Video Game System Own: XBOX 360,4
2520,LiveRamp Data Marketplace,Sid Meier's Civilization (Franchise),4
2521,LiveRamp Data Marketplace,Shooter Games,4
2522,LiveRamp Data Marketplace,Far Cry (Franchise),4
2523,LiveRamp Data Marketplace,Resident Evil (Game Franchise),4
2524,LiveRamp Data Marketplace,GOG.com,4
2525,LiveRamp Data Marketplace,Puzzle & Trivia Games,4
2526,LiveRamp Data Marketplace,Pokemon GO,4
2527,LiveRamp Data Marketplace,Pokemon (Franchise),4
2528,LiveRamp Data Marketplace,PlayerUnknown's Battlegrounds,4
2529,LiveRamp Data Marketplace,Platformer Games,4
2530,LiveRamp Data Marketplace,Final Fantasy (Franchise),4
2531,LiveRamp Data Marketplace,Finance & Accounting Professional Groups,4
2532,LiveRamp Data Marketplace,Fortnite,4
2533,LiveRamp Data Marketplace,Call of Duty (Franchise),4
2534,D&B,B2B Seniority > Non-management,4
2535,LiveRamp Data Marketplace,Arcade Games,4
2536,Oracle Data Marketplace,Black Friday & Cyber Monday Shoppers,4
2537,Acxiom,Vehicle - New Car Buyer,4
2538,LiveRamp Data Marketplace,Amazon Video Games,4
2539,Acxiom,Socially Influenced,4
2540,Oracle Data Marketplace,Europe: High Spenders,4
2541,Oracle Data Marketplace,Fantasy Football,4
2542,Oracle Data Marketplace,"Australia, New Zealand, Oceania: High Spenders",4
2543,LiveRamp Data Marketplace,Activision,4
2544,LiveRamp Data Marketplace,Action & Adventure Games,4
2545,Acxiom,25-34,4
2546,Oracle Data Marketplace,"HHI: $150,000-$199,999",4
2547,Experian Standard,Cat Owners,4
2548,Experian Standard,Cat Owners - Expanded,4
2549,LiveRamp Data Marketplace,2K Games,4
2550,Oracle Data Marketplace,Fast Food: Online,4
2551,Acxiom,LG Electronics,4
2552,Oracle Data Marketplace,Coupon users,4
2553,Oracle Data Marketplace,Computer Intenders,4
2554,Oracle Data Marketplace,Cat Product Buyers,4
2555,Oracle Data Marketplace,"HHI: $125,000-$149,999",4
2556,Oracle Data Marketplace,Climate Control and Air Quality,4
2557,LiveRamp Data Marketplace,Assassin's Creed (Gaming Franchise),4
2558,LiveRamp Data Marketplace,Blizzard Entertainment,4
2559,Experian Standard,New Job,4
2560,LiveRamp Data Marketplace,Battlefield (Franchise),4
2561,Experian Standard,Non-traditional Student,4
2562,Oracle Data Marketplace,"HHI: $200,000-$249,999",4
2563,Experian Standard,"$150,000+",4
2564,LiveRamp Data Marketplace,Business Professional Groups,4
2565,Oracle Data Marketplace,Home Decorating,4
2566,Datonics,Black Friday,4
2567,Experian Standard,Traveled for Business in last 12 months - Expanded,4
2568,Oracle Data Marketplace,"Deodorants, Feminine Hygiene & Miscellaneous Personal Care",4
2569,Acxiom,Fine Dining Restaurant,4
2570,Oracle Data Marketplace,"HHI: $250,000-$399,999",4
2571,Oracle Data Marketplace,25-34,4
2572,Oracle Data Marketplace,Solution Providers,3
2573,LiveRamp Data Marketplace,Fashion Designers & Collections,3
2574,Webbula,Career Enthusiast,3
2575,LiveRamp Data Marketplace,Finance Staff,3
2576,Experian Standard,In Market First Mortgage,3
2577,Datonics,Employees 101 to 1000,3
2578,Experian Standard,In Market New Mortgage,3
2579,LiveRamp Data Marketplace,Fashion Modeling,3
2580,Webbula,Business Opportunities,3
2581,Webbula,Career Improvement,3
2582,D&B,Environmental Quality,3
2583,Datonics,Mid-Level,3
2584,Datonics,Environment Conscious,3
2585,Datonics,Green Awareness,3
2586,Webbula,Plants and Flowers Enthusiast,3
2587,D&B,B2B Industry > Retail Trade > Nonstore Retailers,3
2588,Webbula,Gaming Enthusiast,3
2589,Webbula,Financial Newsletters,3
2590,Webbula,Entrepreneurs,3
2591,Oracle Data Marketplace,Service Only Providers,3
2592,Datonics,Virtual Reality,3
2593,Experian Standard,25+,3
2594,Datonics,Online Streaming Content Consumers,3
2595,Zipline (i-Behavior),Female,3
2596,Datonics,Online Games,3
2597,Datonics,Nintendo,3
2598,Zipline (i-Behavior),Employer Sponsored Health Insurance Likely,3
2599,Datonics,Employees 1001 to 5000,3
2600,Datonics,IT / Engineering > Managerial Position,3
2601,LiveRamp Data Marketplace,Gaming Enthusiasts,3
2602,Datonics,IT / Engineering,3
2603,LiveRamp Data Marketplace,Gamers,3
2604,D&B,B2B Job Function/Roles > Executives,3
2605,Oracle Data Marketplace,Sporting Events,3
2606,Datonics,Android Enthusiasts,3
2607,Oracle Data Marketplace,Sports,3
2608,LiveRamp Data Marketplace,Accounting Management,3
2609,LiveRamp Data Marketplace,Administrative/Management,3
2610,Zipline (i-Behavior),"Business, Investing",3
2611,D&B,Human Resources,3
2612,LiveRamp Data Marketplace,Art Enthusiasts,3
2613,D&B,Housing and Urban Planning,3
2614,D&B,Government,3
2615,Who2 by NetWise,"Software,Technology and Information Services",3
2616,D&B,B2B Predictive Analytics > Technology > Likely to have IT budget,3
2617,Oracle Data Marketplace,Technology,3
2618,D&B,B2B Predictive Analytics > Technology > Likely to have IT services budget,3
2619,D&B,B2B Predictive Analytics > Technology > Likely to have hardware budget,3
2620,D&B,B2B Industry > Finance and Insurance > Retail Banking,3
2621,LiveRamp Data Marketplace,CxO Conferences,3
2622,LiveRamp Data Marketplace,Avid Gamers - Propensity,3
2623,LiveRamp Data Marketplace,Couture Fashion,3
2624,LiveRamp Data Marketplace,College Students,3
2625,Oracle Data Marketplace,Travel,3
2626,LiveRamp Data Marketplace,Casual & Social Gamers,3
2627,D&B,Executive and Legislative,3
2628,LiveRamp Data Marketplace,Accounting Staff,3
2629,Oracle Data Marketplace,System Integrations,3
2630,Datonics,Employees - over 5000,3
2631,Oracle Data Marketplace,iOS (iPhone),3
2632,Datonics,Computer Games,3
2633,Datonics,C Level Executives,3
2634,Datonics,Apple Enthusiasts,3
2635,Experian Standard,Video Gamer,3
2636,D&B,Economic Programs,3
2637,LiveRamp Data Marketplace,"$125,000 - $149,999",3
2638,D&B,Small Business Decision Makers,3
2639,LiveRamp Data Marketplace,Entertainment,3
2640,LiveRamp Data Marketplace,"$150,000 - $199,999",3
2641,LiveRamp Data Marketplace,"$200,000 - $249,999",3
2642,Webbula,Accommodation and Food Services,3
2643,LiveRamp Data Marketplace,"$250,000 - $399,999",3
2644,Who2 by NetWise,Operations  & Manufacturing - Facilities & Maintenance,3
2645,Who2 by NetWise,Operations  & Manufacturing - Logistics,3
2646,D&B,National Security and International,3
2647,LiveRamp Data Marketplace,Engineer,3
2648,Who2 by NetWise,Retail,3
2649,LiveRamp Data Marketplace,"$400,000+",3
2650,D&B,"Justice, Order and Safety",3
2651,D&B,B2B Industry > Retail Trade > CPG > Store Retailers,3
2652,comScore,YouTube OTT Watchers - Light,3
2653,Oracle Data Marketplace,Business News,3
2654,Oracle Data Marketplace,Acer,3
2655,Oracle Data Marketplace,MTSI (Mid-Tier System Integrators),3
2656,Oracle Data Marketplace,Career & Work,3
2657,comScore,Hulu OTT Watchers,3
2658,comScore,Streaming DVR Paid Subscription - Light,3
2659,LiveRamp Data Marketplace,IT Professionals,3
2660,Acxiom,Other Personal Care Service Providers,3
2661,Acxiom,Other Type of Business,3
2662,comScore,YouTube OTT Watchers,3
2663,Acxiom,PlayStation,3
2664,comScore,Cord Cutter,3
2665,Oracle Data Marketplace,Android,3
2666,Acxiom,Wii,3
2667,Acxiom,Wireless Device Fans,3
2668,Oracle Data Marketplace,60% - 70%,3
2669,comScore,Hulu OTT Watchers - Light,3
2670,Oracle Data Marketplace,52 - 59 Retail Trade,3
2671,Acxiom,Xbox,3
2672,comScore,Amazon OTT Watchers - Light,3
2673,comScore,Amazon OTT Watchers - Heavy,3
2674,comScore,Amazon OTT Watchers,3
2675,Oracle Data Marketplace,18-24,3
2676,Acxiom - International,04: Bird,3
2677,Oracle Data Marketplace,Music Concerts,3
2678,Acxiom - International,Ferrari Bugatti Maserati and other luxury cars - low probability,3
2679,Lotame,Xbox 360 Users [PrePackage],3
2680,Lotame,Video Games [PrePackage],3
