Browser,Visits,Unique Visitors,Revenue,Revenue / Visits,Total Orders,Occurrences
Mobile Opera 7.0,16,16,0,0,0,19
Internet Explorer 5.50,16,16,0,0,0,18
Konqueror 3.1,16,16,0,0,0,17
Opera 9.02,16,16,0,0,0,17
Yandex.Browser 9.85,16,16,0,0,0,16
Mozilla (Gecko) 1.3,16,16,0,0,0,16
Firefox Focus 8.0,16,15,0,0,0,114
Phoenix 11.3,16,15,0,0,0,88
JioPages 1.4,16,15,0,0,0,27
Firefox 8.3,16,15,0,0,0,20
Chrome 112.1,16,14,0,0,0,249
Amazon Silk 79.3,16,14,0,0,0,211
MIUI Browser 15.0,16,14,0,0,0,77
Opera Mobile 50.3,16,14,0,0,0,29
HeyTap Browser 20.7,16,13,0,0,0,59
Waterfox 56.3,16,11,0,0,0,198
Nokia Browser 7.1,16,11,0,0,0,175
Chrome 111.5,16,11,0,0,0,153
Aloha Browser 0.7,16,9,0,0,0,175
Chrome 111.1,16,9,0,0,0,95
Chromium GOST 110.0,16,8,0,0,0,298
Safari 3.1.1,15,15,0,0,0,1213
Chromium 66.0,15,15,0,0,0,236
Phoenix 10.6,15,15,0,0,0,96
Opera 9.63,15,15,0,0,0,28
Chrome 21.0,15,15,0,0,0,26
Yandex.Browser 17.6,15,15,0,0,0,22
VivoBrowser 5.2,15,15,0,0,0,20
Firefox 17.2b15268,15,15,0,0,0,20
Opera Mini 10.54,15,15,0,0,0,20
Konqueror 4.2,15,15,0,0,0,17
Firefox 11.1,15,15,0,0,0,16
Amazon Silk 98.7,15,14,0,0,0,110
QQ Browser 8.8,15,14,0,0,0,30
Safari 10.0.1,15,13,0,0,0,2365
Coc Coc Browser 70.4,15,13,0,0,0,196
Phoenix 7.8,15,13,0,0,0,46
Firefox 112.6,15,12,0,0,0,252
Firefox 111.8,15,12,0,0,0,170
VivoBrowser 11.6,15,12,0,0,0,140
MQQ Browser 8.7,15,12,0,0,0,99
Opera 44,15,12,0,0,0,80
Amazon Silk 100.1,15,12,0,0,0,74
Amazon Silk 91.4,15,12,0,0,0,42
Amazon Silk 94.2,15,12,0,0,0,27
MQQ Browser 10.2,15,11,0,0,0,195
Waterfox 78.9,15,9,0,0,0,262
Ecosia 78.0,15,8,0,0,0,75
Meizu Browser 7.13,15,8,0,0,0,27
Safari 4.0.3,14,14,0,0,0,2295
Mozilla Firefox 2.0.0.6,14,14,0,0,0,2032
Safari 2.0,14,14,0,0,0,1520
Mozilla Firefox 2.0.0.2,14,14,0,0,0,686
Opera 9.60,14,14,0,0,0,436
Coc Coc Browser 97.0,14,14,0,0,0,109
Edge 15.15035,14,14,0,0,0,93
Edge 12.10512,14,14,0,0,0,33
Phoenix 10.3,14,14,0,0,0,28
Opera Mobile 10.6,14,14,0,0,0,26
OPPO Browser,14,14,0,0,0,25
Yandex.Browser 18.3,14,14,0,0,0,24
Google Chrome 1.0,14,14,0,0,0,19
Safari 3.0.0,14,14,0,0,0,16
Mobile Opera 6.03,14,14,0,0,0,15
Mobile Opera 6.02,14,14,0,0,0,15
Yandex.Browser 22.114,14,14,0,0,0,14
Pale Moon 28.2,14,13,0,0,0,118
VivoBrowser 13.0,14,13,0,0,0,110
Chromium GOST 107.0,14,13,0,0,0,88
Opera 33.0,14,13,0,0,0,38
UC Browser 10.3,14,13,0,0,0,24
Firefox 110.9,14,12,0,0,0,282
Chrome Mobile 92,14,12,0,0,0,127
Pale Moon 29.2,14,12,0,0,0,82
Firefox Focus 4.5,14,12,0,0,0,81
Coc Coc Browser 64.4,14,12,0,0,0,63
Phoenix 9.0,14,12,0,0,0,62
MQQ Browser 9.1,14,12,0,0,0,58
Opera 37,14,12,0,0,0,56
Edge 45.05,14,11,0,0,0,81
MQQ Browser 11.1,14,11,0,0,0,49
Opera Mobile 54.3,14,10,0,0,0,25
Chrome 112.3,14,9,0,0,0,98
MIUI Browser 11.8,14,9,0,0,0,50
Opera Mobile 53.2,14,9,0,0,0,48
Quark 4.3,14,7,0,0,0,154
MIUI Browser 14.3,14,7,0,0,0,71
Safari 11.3,14,7,0,0,0,47
Internet Explorer 3.0,14,6,0,0,0,16750
UC Browser 3.0,14,6,0,0,0,85
Edge 45.06,14,5,0,0,0,147
Amazon Silk 86.1,14,5,0,0,0,18
Chrome 99.104,14,3,0,0,0,138
Meizu Browser 9.14,14,2,0,0,0,76
Safari 2.0.1,13,13,0,0,0,756
Safari 3.1,13,13,0,0,0,385
Opera 44.0,13,13,0,0,0,108
Amazon Silk 106.2,13,13,0,0,0,48
Phoenix 9.6,13,13,0,0,0,41
Netscape Navigator 4.6,13,13,0,0,0,35
Puffin 4.3,13,13,0,0,0,34
Safari 3.0.2,13,13,0,0,0,26
Edge 18.22616,13,13,0,0,0,22
Mobile Opera 6.05,13,13,0,0,0,21
Edge 18.25290,13,13,0,0,0,17
Mobile Opera 6.11,13,13,0,0,0,17
Edge 106,13,13,0,0,0,15
Chrome 8.0,13,13,0,0,0,14
Firefox 13.2,13,13,0,0,0,14
Firefox 12.1,13,13,0,0,0,13
Thunderbird 2.0,13,13,0,0,0,13
Edge 92,13,13,0,0,0,13
Safari 10.0.3,13,12,0,0,0,2280
Google Chrome 8.0,13,12,0,0,0,659
Quark 5.1,13,12,0,0,0,115
Edge 14.14385,13,12,0,0,0,76
VivoBrowser 12.6,13,12,0,0,0,64
Firefox 119.0,13,12,0,0,0,40
Edge 113,13,12,0,0,0,20
Safari 10.1.1,13,11,0,0,0,2300
Aloha Browser 3.8,13,11,0,0,0,112
Firefox 117.0,13,11,0,0,0,103
Chrome 111.3,13,11,0,0,0,68
VivoBrowser 7.6,13,11,0,0,0,67
Mobile Opera 4.0,13,11,0,0,0,46
QQ Browser 10.2,13,10,0,0,0,106
Chrome 112.4,13,10,0,0,0,69
Chrome 83.6,13,10,0,0,0,62
Opera Mobile 52.0,13,10,0,0,0,51
MIUI Browser 10.0,13,10,0,0,0,21
Opera 61.0,13,9,0,0,0,253
Chrome 111.7,13,9,0,0,0,206
Chrome 112.5,13,9,0,0,0,61
Avast Secure Browser 7.5,13,9,0,0,0,54
MIUI Browser 15.2,13,9,0,0,0,46
Vivaldi 1.96,13,8,0,0,0,193
Opera Mobile 47.2,13,8,0,0,0,35
Opera Mini 7.0,13,8,0,0,0,18
Quark 4.9,13,7,0,0,0,133
115 Browser 9.2,13,7,0,0,0,107
Opera Mobile 34.0,13,7,0,0,0,33
Edge 45.02,13,6,0,0,0,23
Firefox 91.4,13,2,0,0,0,113
Mozilla Firefox 1.0.7,12,12,0,0,0,2725
Safari 1.2.3,12,12,0,0,0,1876
Mozilla Firefox 1.5,12,12,0,0,0,1415
Mozilla Firefox 2.0.0.4,12,12,0,0,0,1395
Microsoft Internet Explorer 6.0 (AOL),12,12,0,0,0,1232
Safari 4.0.2,12,12,0,0,0,1122
Google Chrome 18.0,12,12,0,0,0,368
Chrome Mobile 26.0,12,12,0,0,0,349
Google Chrome 24.0,12,12,0,0,0,346
Opera 54,12,12,0,0,0,94
Yandex.Browser 19.3,12,12,0,0,0,22
Opera Mini 15.0,12,12,0,0,0,19
Netscape Navigator 4.7,12,12,0,0,0,17
Chromium 67.0,12,12,0,0,0,16
Opera Mobile 10.00,12,12,0,0,0,16
Mozilla Firefox 3.0 beta,12,12,0,0,0,15
Opera 9.61,12,12,0,0,0,14
Chromium 70.0,12,12,0,0,0,14
Safari 4.1,12,12,0,0,0,13
Opera Mobile 43.3,12,11,0,0,0,17
UC Browser 1.1,12,11,0,0,0,15
UC Browser 12.7,12,10,0,0,0,65
Edge 45.07,12,10,0,0,0,37
Amazon Silk 86.2,12,10,0,0,0,30
Opera Mobile 49.2,12,10,0,0,0,24
Mint Browser 1.5,12,10,0,0,0,16
Amazon Silk 85.2,12,9,0,0,0,100
Whale 2.11,12,9,0,0,0,52
115 Browser 8.6,12,9,0,0,0,45
Opera 26.0,12,9,0,0,0,36
Puffin 9.4,12,9,0,0,0,18
MIUI Browser 8.9,12,8,0,0,0,101
Whale 1.16,12,8,0,0,0,81
Chrome 112.2,12,8,0,0,0,75
Chrome 108,12,8,0,0,0,53
Amazon Silk 100.3,12,8,0,0,0,32
Avast Secure Browser 7.4,12,7,0,0,0,63
Chrome Mobile 97.2,12,7,0,0,0,54
Quark 5.0,12,6,0,0,0,72
Firefox 102.7,12,3,0,0,0,154
Maxthon 13400,12,3,0,0,0,80
Opera Touch 2.7,12,3,0,0,0,75
Phoenix 4.1,12,2,0,0,0,205
Chrome Mobile 95.2,12,2,0,0,0,86
Mozilla Firefox 2.0.0.11,11,11,0,0,0,3441
Mozilla Firefox 26.0,11,11,0,0,0,2072
Safari 10.0.2,11,11,0,0,0,1812
Mozilla Firefox 1.0.4,11,11,0,0,0,1458
Microsoft Internet Explorer 4.01,11,11,0,0,0,447
Pale Moon 31.0,11,11,0,0,0,151
Opera 9.23,11,11,0,0,0,57
Edge 46.4,11,11,0,0,0,22
Phoenix 5.9,11,11,0,0,0,19
Opera Mini,11,11,0,0,0,17
Opera Mobile 40.1,11,11,0,0,0,17
Mobile Opera 8.52,11,11,0,0,0,15
SEMC Browser 4.0,11,11,0,0,0,15
Firefox 1.7b1,11,11,0,0,0,14
Firefox Focus 3.5,11,11,0,0,0,14
Mobile Opera 7.03,11,11,0,0,0,14
UC Browser 11.0,11,11,0,0,0,13
Opera 9.24,11,11,0,0,0,13
Opera 9.1,11,11,0,0,0,13
Opera 9.62,11,11,0,0,0,13
Mobile Opera 8.51,11,11,0,0,0,12
Yandex.Browser 23.15,11,11,0,0,0,11
Netscape Navigator 6.2.3,11,11,0,0,0,11
Edge 115,11,11,0,0,0,11
Firefox 110.7,11,10,0,0,0,151
Firefox 122.0,11,10,0,0,0,65
Pale Moon 27.10,11,10,0,0,0,52
Chrome 111.4,11,10,0,0,0,46
Opera Mobile 29.0,11,10,0,0,0,22
UC Browser 10.1,11,10,0,0,0,21
Amazon Silk 81.1,11,9,0,0,0,75
Amazon Silk 3.17,11,8,0,0,0,28
Maxthon 7.1,11,7,0,0,0,166
Chrome Mobile 99.2,11,7,0,0,0,128
Opera 35.0,11,7,0,0,0,80
Waterfox 56.2,11,7,0,0,0,72
UC Browser 10.9,11,7,0,0,0,46
Chrome 112.6,11,7,0,0,0,37
QQ Browser 8.4,11,7,0,0,0,24
Pale Moon 30.0,11,7,0,0,0,24
Pale Moon 28.6,11,6,0,0,0,93
Quark 4.2,11,6,0,0,0,76
Opera Mobile 58.3,11,5,0,0,0,38
JioPages 1.0,11,5,0,0,0,21
Opera 62.3,11,4,0,0,0,192
Opera 39,11,4,0,0,0,110
Mozilla Firefox 2.0.0.3,10,10,0,0,0,1589
Mobile Opera 7.01,10,10,0,0,0,743
VivoBrowser 12.8,10,10,0,0,0,98
Opera 55,10,10,0,0,0,95
Opera 41,10,10,0,0,0,76
MQQ Browser 10.4,10,10,0,0,0,45
Amazon Silk 85.3,10,10,0,0,0,37
Opera Mobile 31.0,10,10,0,0,0,20
Opera Mobile 47.0,10,10,0,0,0,16
Mozilla (Gecko) 1.5,10,10,0,0,0,16
Internet Explorer 2.0,10,10,0,0,0,13
Opera Mini 4.0,10,10,0,0,0,13
AOL Browser 9.0,10,10,0,0,0,11
Mobile Opera 8.53,10,10,0,0,0,11
Internet Explorer 4.5,10,10,0,0,0,10
Amazon Silk 50.2,10,9,0,0,0,87
Pale Moon 25.6,10,9,0,0,0,25
UC Browser 10.2,10,9,0,0,0,15
Opera Mobile 42.7,10,8,0,0,0,81
Edge 97,10,8,0,0,0,53
Chrome Mobile 102,10,8,0,0,0,44
Samsung Browser 3.4,10,8,0,0,0,20
Vivaldi 3.7,10,7,0,0,0,117
Opera Mobile 71.0,10,7,0,0,0,42
Opera Mobile 52.4,10,7,0,0,0,36
SeaMonkey 2.48,10,7,0,0,0,29
Opera 66.1,10,7,0,0,0,20
Opera 64.1,10,6,0,0,0,71
Opera Mobile 50.5,10,6,0,0,0,25
UC Browser 10.8,10,6,0,0,0,11
2345 Browser 3.1,10,4,0,0,0,78
Meizu Browser 8.3,10,3,0,0,0,12
Edge 44.1,10,1,0,0,0,114
Sleipnir 4.5,10,1,0,0,0,93
Amazon Silk 54.1,10,1,0,0,0,27
Mozilla Firefox 1.0.6,9,9,0,0,0,1437
Pale Moon 28.9,9,9,0,0,0,178
Firefox 110.4,9,9,0,0,0,143
Pale Moon 28.4,9,9,0,0,0,86
Chromium GOST 94.0,9,9,0,0,0,69
VivoBrowser 10.5,9,9,0,0,0,61
Opera Mobile 38.0,9,9,0,0,0,59
Edge 98,9,9,0,0,0,45
Firefox 45.9,9,9,0,0,0,44
Firefox 120.0,9,9,0,0,0,38
Chromium 111.0,9,9,0,0,0,31
Opera Mobile 38.1,9,9,0,0,0,26
Chrome 114,9,9,0,0,0,18
Phoenix 6.5,9,9,0,0,0,15
Mobile Opera 5.12,9,9,0,0,0,12
Yandex.Browser 18.11,9,9,0,0,0,12
Opera 9.22,9,9,0,0,0,11
Mozilla (Gecko) 1.0,9,9,0,0,0,10
Microsoft Internet Explorer 3.0,9,9,0,0,0,10
Opera 7.0,9,9,0,0,0,10
SeaMonkey 1.0,9,9,0,0,0,9
Edge 18.22543,9,9,0,0,0,9
Opera 9.26,9,8,0,0,0,2555
Chromium 110.0,9,8,0,0,0,129
Yandex.Browser 21.2,9,8,0,0,0,72
Firefox 123.0,9,8,0,0,0,47
Opera Mobile 49.0,9,8,0,0,0,20
Netscape Navigator 6.1,9,8,0,0,0,19
Amazon Silk 84.1,9,8,0,0,0,17
Phoenix 9.4,9,8,0,0,0,17
Opera Mini 6.5,9,8,0,0,0,10
Oculus Browser 10.16,9,7,0,0,0,111
Coc Coc Browser 63.4,9,7,0,0,0,87
Opera Mobile 12.76,9,7,0,0,0,46
Chrome Mobile 101,9,7,0,0,0,44
Opera Mini 69.0,9,7,0,0,0,32
Opera Mobile 47.1,9,7,0,0,0,23
Whale 2.2,9,7,0,0,0,17
Mint Browser 3.4,9,7,0,0,0,12
Opera Mobile 51.3,9,7,0,0,0,11
Mint Browser 1.6,9,7,0,0,0,9
Chromium GOST 111.0,9,6,0,0,0,240
Amazon Silk 78.4,9,6,0,0,0,46
Opera GX 1.1,9,6,0,0,0,28
Opera Mobile 48.0,9,5,0,0,0,12
Netscape Navigator 7.2,8,8,0,0,0,847
Mozilla Firefox 1.5.0.2,8,8,0,0,0,540
Mozilla Firefox 2.0.0.9,8,8,0,0,0,436
Firefox 110.5,8,8,0,0,0,103
Firefox 110.6,8,8,0,0,0,92
Chromium 114.0,8,8,0,0,0,88
Chrome 100.3,8,8,0,0,0,74
Opera 64.3,8,8,0,0,0,59
Edge 18.17758,8,8,0,0,0,42
Firefox Focus 6.0,8,8,0,0,0,36
Safari 11.7,8,8,0,0,0,35
Firefox 121.0,8,8,0,0,0,21
Mypal 28.8,8,8,0,0,0,17
Mobile Opera 7.02,8,8,0,0,0,15
Firefox 17.0,8,8,0,0,0,14
Internet Explorer 5.22,8,8,0,0,0,11
Edge 18.25227,8,8,0,0,0,11
Chrome 25.0,8,8,0,0,0,11
Chrome 121.0,8,8,0,0,0,11
Edge 18.25284,8,8,0,0,0,11
Opera Mobile 10.1,8,8,0,0,0,10
Mobile Opera 8.01,8,8,0,0,0,10
Yandex.Browser 22.51,8,8,0,0,0,9
Phoenix 8.1,8,8,0,0,0,9
Opera 6.0,8,8,0,0,0,9
Vivaldi 5.4,8,8,0,0,0,9
Yandex.Browser 10.44,8,8,0,0,0,8
Sleipnir 2.8,8,8,0,0,0,8
Yandex.Browser 22.113,8,8,0,0,0,8
Safari 90,8,7,0,0,0,91
UC Browser 4.0,8,7,0,0,0,87
Coc Coc Browser 78.0,8,7,0,0,0,59
Amazon Silk 83.2,8,7,0,0,0,26
Chromium 98.0,8,7,0,0,0,26
UC Browser 12.3,8,7,0,0,0,25
Mint Browser 3.7,8,7,0,0,0,24
OPPO Browser 2.2,8,7,0,0,0,20
Phoenix 9.5,8,7,0,0,0,15
QQ Browser 8.5,8,7,0,0,0,12
VivoBrowser 6.1,8,6,0,0,0,81
Opera Mini 19.0,8,6,0,0,0,50
VivoBrowser 7.8,8,6,0,0,0,41
Safari 14.800000,8,6,0,0,0,20
Phoenix 9.2,8,6,0,0,0,15
Firefox 97.2,8,6,0,0,0,11
Chrome 57.16,8,5,0,0,0,77
Opera GX 1.2,8,5,0,0,0,52
MIUI Browser 1.2,8,5,0,0,0,49
t-online Browser 7.96,8,4,0,0,0,149
Opera Mobile 43.0,8,4,0,0,0,22
Yandex.Browser 22.7,8,3,0,0,0,47
Puffin 10.1,8,3,0,0,0,46
2345 Browser 4.2,8,1,0,0,0,89
MIUI Browser 52.5,8,1,0,0,0,53
Thunderbird 102.6,8,1,0,0,0,26
Whale 1.12,8,1,0,0,0,8
Safari 9.1.1,7,7,0,0,0,2020
Mozilla Firefox 17.0,7,7,0,0,0,1192
Netscape Navigator 4.75,7,7,0,0,0,323
Firefox 68.2,7,7,0,0,0,79
Pale Moon 27.6,7,7,0,0,0,72
Opera 38,7,7,0,0,0,64
Oculus Browser 24.4,7,7,0,0,0,51
Phoenix 5.5,7,7,0,0,0,34
Chrome Mobile 87,7,7,0,0,0,19
Yandex.Browser 23.17,7,7,0,0,0,18
UC Browser 9.6,7,7,0,0,0,18
Amazon Silk 44.2,7,7,0,0,0,17
Netscape Navigator 1.1,7,7,0,0,0,17
UC Browser 5.2,7,7,0,0,0,14
Chromium 59.0,7,7,0,0,0,12
Amazon Silk 65.2,7,7,0,0,0,11
Sleipnir 2.9,7,7,0,0,0,11
Opera 8.53,7,7,0,0,0,10
Edge 18.25151,7,7,0,0,0,10
Firefox 0.10,7,7,0,0,0,10
Edge 18.25236,7,7,0,0,0,9
Nokia S40 Browser,7,7,0,0,0,9
Internet Explorer 5.2,7,7,0,0,0,9
Opera 50.6,7,7,0,0,0,8
Netscape Navigator 4.61,7,7,0,0,0,8
Internet Explorer 3.01,7,7,0,0,0,8
Iceweasel 3.0,7,7,0,0,0,8
Opera Mini 9.80,7,7,0,0,0,8
Edge 18.25179,7,7,0,0,0,8
Konqueror 3.1-rc4,7,7,0,0,0,7
Mozilla (Gecko) 1.7.1,7,7,0,0,0,7
Safari 3.0.1,7,7,0,0,0,7
Mozilla (Gecko) 1.1,7,7,0,0,0,7
Safari 1.0,7,7,0,0,0,7
Yandex.Browser 23.11,7,7,0,0,0,7
Edge 93,7,6,0,0,0,378
Meizu Browser 8.15,7,6,0,0,0,68
VivoBrowser 11.3,7,6,0,0,0,54
QQ Browser 10.0,7,6,0,0,0,37
MQQ Browser 9.2,7,6,0,0,0,27
Safari 14.700000,7,6,0,0,0,24
Samsung Browser 6.3,7,6,0,0,0,13
Chromium GOST 106.0,7,5,0,0,0,74
Chrome 99.101,7,5,0,0,0,34
Safari 83,7,5,0,0,0,23
Edge 18.9200,7,5,0,0,0,19
MIUI Browser 14.2,7,5,0,0,0,19
Chrome 58.5,7,4,0,0,0,193
VivoBrowser 9.2,7,4,0,0,0,85
Edge 12.10136,7,4,0,0,0,65
SalamWeb 4.6,7,4,0,0,0,60
UC Browser 14.3,7,4,0,0,0,53
Chrome 99.103,7,4,0,0,0,52
Waterfox 78.12,7,4,0,0,0,37
Amazon Silk 87.1,7,4,0,0,0,29
Meizu Browser 7.2,7,4,0,0,0,11
Opera 44.6,7,3,0,0,0,51
Phoenix 8.5,7,3,0,0,0,13
Chrome Mobile 20.0,7,3,0,0,0,7
115 Browser 23.9,7,2,0,0,0,15
Iron 43.0,7,1,0,0,0,7
Internet Explorer 5.05,6,6,0,0,0,2505
Mobile Opera 8.02,6,6,0,0,0,2400
Safari 8.0.2,6,6,0,0,0,909
Mozilla Firefox 22.0,6,6,0,0,0,892
Safari 3.2.3,6,6,0,0,0,887
Chrome Mobile 29.0,6,6,0,0,0,720
Microsoft Internet Explorer 5.17 (Macintosh),6,6,0,0,0,445
Chrome 110.2,6,6,0,0,0,112
Safari 15.000000,6,6,0,0,0,106
Safari 12.6,6,6,0,0,0,85
OPPO Browser 10.5,6,6,0,0,0,61
Nokia S60 Browser 7.1,6,6,0,0,0,49
Puffin 9.5,6,6,0,0,0,44
Chromium 49.0,6,6,0,0,0,35
Pale Moon 28.15,6,6,0,0,0,26
Firefox Focus 4.0,6,6,0,0,0,22
Firefox Focus 6.1,6,6,0,0,0,20
Samsung Browser 10.0,6,6,0,0,0,19
Mypal 29.0,6,6,0,0,0,18
UC Browser 10.4,6,6,0,0,0,17
UC Browser 9.5,6,6,0,0,0,15
Safari 11.6,6,6,0,0,0,15
Firefox 118.0,6,6,0,0,0,14
Phoenix 5.4,6,6,0,0,0,13
Mobile Safari 6.1,6,6,0,0,0,12
Edge 12.10166,6,6,0,0,0,11
Yandex.Browser 11.41,6,6,0,0,0,10
Phoenix 5.8,6,6,0,0,0,10
Internet Explorer 5.00,6,6,0,0,0,9
Google Chrome 23.0,6,6,0,0,0,9
Edge 18.25357,6,6,0,0,0,8
Chrome 35,6,6,0,0,0,8
Edge 18.25272,6,6,0,0,0,8
Opera 10.1,6,6,0,0,0,8
Internet Explorer Mobile 4.01,6,6,0,0,0,8
Edge 18.25252,6,6,0,0,0,7
Opera 7.11,6,6,0,0,0,7
Opera 10.50,6,6,0,0,0,7
Browser Internet 2.1,6,6,0,0,0,7
Opera 6.01,6,6,0,0,0,7
OmniWeb,6,6,0,0,0,7
Internet Explorer 6.1,6,6,0,0,0,7
Microsoft Internet Explorer 4.0,6,6,0,0,0,7
Opera 6.04,6,6,0,0,0,7
Iron 20.0,6,6,0,0,0,6
Opera 6.11,6,6,0,0,0,6
VivoBrowser 5.4,6,6,0,0,0,6
Yandex.Browser 22.75,6,6,0,0,0,6
Phoenix 8.9,6,6,0,0,0,6
Thunderbird 3.0,6,6,0,0,0,6
Mozilla (Gecko) 1.0.1,6,6,0,0,0,6
Konqueror 3.0,6,6,0,0,0,6
Chromium 13.0,6,6,0,0,0,6
MIUI Browser 14.0,6,5,0,0,0,75
Chrome 110.1,6,5,0,0,0,54
Chrome 110.4,6,5,0,0,0,54
Chrome Mobile 111,6,5,0,0,0,47
VivoBrowser 11.1,6,5,0,0,0,47
Opera 68.3,6,5,0,0,0,47
MIUI Browser 14.9,6,5,0,0,0,32
Amazon Silk 89.2,6,5,0,0,0,29
Chrome 75.5,6,5,0,0,0,20
MIUI Browser 11.10,6,5,0,0,0,16
Amazon Silk 3.2,6,5,0,0,0,13
Opera Mobile 70.1,6,5,0,0,0,11
UC Browser 4.2,6,5,0,0,0,11
Opera Mobile 36.1,6,5,0,0,0,8
Mypal 28.10,6,4,0,0,0,79
Chrome 111.6,6,4,0,0,0,64
Opera 22.0,6,4,0,0,0,40
Pale Moon 29.0,6,4,0,0,0,32
MQQ Browser 6.0,6,4,0,0,0,25
Firefox 107.1,6,4,0,0,0,12
Amazon Silk 98.1,6,4,0,0,0,9
Waterfox 91.5,6,3,0,0,0,84
Chromium GOST 102.0,6,3,0,0,0,66
Opera Mobile 12.73,6,3,0,0,0,38
Waterfox 91.7,6,3,0,0,0,28
Quark 2.4,6,3,0,0,0,13
Opera Mobile 51.1,6,3,0,0,0,10
Chrome 20,6,3,0,0,0,8
Firefox 7.5,6,2,0,0,0,80
Waterfox 54.0,6,2,0,0,0,34
Maxthon 12100,6,1,0,0,0,53
Opera Mobile 35.3,6,1,0,0,0,7
Microsoft MSN Explorer 9.0,5,5,0,0,0,1012
Microsoft Internet Explorer 5.23 (Macintosh),5,5,0,0,0,917
Safari 8.0.3,5,5,0,0,0,861
Chrome Mobile 97,5,5,0,0,0,116
Waterfox 91.3,5,5,0,0,0,85
Waterfox 78.8,5,5,0,0,0,45
Opera 58.2,5,5,0,0,0,37
Opera Touch 4.0,5,5,0,0,0,37
Huawei Browser 4.0,5,5,0,0,0,36
Coc Coc Browser 55.2,5,5,0,0,0,34
Pale Moon 29.3,5,5,0,0,0,32
Waterfox 91.4,5,5,0,0,0,30
Amazon Silk 80.5,5,5,0,0,0,27
Tizen Browser 5.5,5,5,0,0,0,24
Amazon Silk 106.6,5,5,0,0,0,18
Firefox Focus 4.6,5,5,0,0,0,15
Opera 17.0,5,5,0,0,0,15
Opera Mobile 45.0,5,5,0,0,0,15
VivoBrowser 9.4,5,5,0,0,0,14
Avast Secure Browser 5.1,5,5,0,0,0,13
Safari 10.5,5,5,0,0,0,12
Chrome 87.7,5,5,0,0,0,11
Phoenix 8.4,5,5,0,0,0,11
Ecosia 97.0,5,5,0,0,0,10
Edge 44.18363,5,5,0,0,0,10
Opera Mobile 19.0,5,5,0,0,0,9
Edge 18.25182,5,5,0,0,0,9
Chrome 32.2,5,5,0,0,0,8
Internet Explorer 5.23,5,5,0,0,0,8
Internet Explorer 5.14,5,5,0,0,0,8
Tizen Browser 4.0,5,5,0,0,0,8
Edge 18.22598,5,5,0,0,0,7
Firefox 4.0b13pre,5,5,0,0,0,7
BlackBerry Browser 10,5,5,0,0,0,7
Opera Mobile 76.0,5,5,0,0,0,7
Edge 18.25281,5,5,0,0,0,7
Opera Mobile 36.2,5,5,0,0,0,7
Opera Mobile 9.2,5,5,0,0,0,7
Mobile Opera 6.06,5,5,0,0,0,7
Edge 18.25193,5,5,0,0,0,6
Opera 10.51,5,5,0,0,0,6
Phoenix 9.9,5,5,0,0,0,6
Ecosia 8.1,5,5,0,0,0,6
Edge 18.8748,5,5,0,0,0,6
Firefox 1.7,5,5,0,0,0,6
Firefox 0.9,5,5,0,0,0,5
AOL Browser 8.0,5,5,0,0,0,5
Yandex.Browser 22.50,5,5,0,0,0,5
Iron 4.0,5,5,0,0,0,5
Safari 4.0dp1,5,5,0,0,0,5
Mobile Opera 7.10,5,5,0,0,0,5
Phoenix 5.0,5,5,0,0,0,5
Mozilla (Gecko) 1.7.5,5,5,0,0,0,5
Thunderbird 3.1,5,5,0,0,0,5
Netscape Navigator 4.76,5,5,0,0,0,5
Netscape Navigator 4.72,5,5,0,0,0,5
Yandex.Browser 22.73,5,5,0,0,0,5
AOL Browser 5.0,5,5,0,0,0,5
Opera 8.5,5,5,0,0,0,5
Iron 6.0,5,5,0,0,0,5
Konqueror 3.0-rc5,5,5,0,0,0,5
SeaMonkey 2.13,5,5,0,0,0,5
Opera Mobile 12.00,5,5,0,0,0,5
Firefox 82.1,5,5,0,0,0,5
Netscape Navigator 8.1,5,5,0,0,0,5
Firefox 85.1,5,5,0,0,0,5
Konqueror 3.0-rc1,5,5,0,0,0,5
Konqueror 3.1-rc2,5,5,0,0,0,5
Opera 9.4,5,5,0,0,0,5
Yandex.Browser 22.71,5,5,0,0,0,5
Chromium GOST 108.0,5,4,0,0,0,143
Edge 104,5,4,0,0,0,46
Meizu Browser 8.0,5,4,0,0,0,41
Quark 3.5,5,4,0,0,0,41
Amazon Silk 73.6,5,4,0,0,0,33
VivoBrowser 11.0,5,4,0,0,0,27
Samsung Browser 106.0,5,4,0,0,0,23
Maxthon 10000,5,4,0,0,0,14
Amazon Silk 88.2,5,4,0,0,0,11
Mint Browser 3.3,5,4,0,0,0,10
Opera Mobile 11.00,5,4,0,0,0,9
Opera 12.15,5,4,0,0,0,8
Opera Mini 6.1,5,4,0,0,0,7
Safari 12.7,5,4,0,0,0,7
MIUI Browser 9.0,5,4,0,0,0,6
Safari 3.3,5,4,0,0,0,5
MQQ Browser 9.4,5,3,0,0,0,43
Waterfox,5,3,0,0,0,43
Meizu Browser 8.20,5,3,0,0,0,30
Safari 15.300000,5,3,0,0,0,23
MQQ Browser 8.9,5,3,0,0,0,19
Edge 45.01,5,3,0,0,0,13
Whale 1.14,5,3,0,0,0,13
Safari 12.500000,5,3,0,0,0,11
Mypal 28.12,5,3,0,0,0,10
Safari 14.200000,5,3,0,0,0,9
MIUI Browser 8.8,5,3,0,0,0,9
